commit_hash,date,author,filepath,lines_added,lines_deleted,net_change,file_type
feca6ba,"feat: introduce admin API for user management and system stats, add workspace member management, and enable process mining dataset export",Naman Agarwal,backend/src/platform/projects/router.py,97,0,97,py
feca6ba,"feat: introduce admin API for user management and system stats, add workspace member management, and enable process mining dataset export",Naman Agarwal,backend/src/platform/workspaces/router.py,240,0,240,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/features/process_mining/models/__init__.py,17,8,9,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/features/process_mining/models/orm.py,0,741,-741,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/admin/__init__.py,9,0,9,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/infrastructure/tasks.py,0,1850,-1850,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/infrastructure/tasks/__init__.py,58,0,58,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/infrastructure/tasks/maintenance_tasks.py,156,0,156,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/infrastructure/tasks/ml_tasks.py,208,0,208,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/organizations/__init__.py,9,0,9,py
0691550,"feat: introduce new organization and admin modules, refactor task management by splitting tasks, and remove process mining ORM.",Naman Agarwal,backend/src/platform/organizations/router.py,500,0,500,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,backend/src/platform/devtools/dev_data.py,5,4,1,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,backend/src/platform/infrastructure/tasks/analysis_tasks.py,500,0,500,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,backend/src/platform/infrastructure/tasks/base.py,111,0,111,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,backend/src/platform/infrastructure/tasks/dataset_tasks.py,909,0,909,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,backend/src/platform/jobs/router.py,1,1,0,py
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,docs/files (1).zip,0,0,0,zip
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,docs/files (1)/api-routes-complete.mermaid,276,0,276,mermaid
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,docs/files (1)/api-routes-hierarchy.mermaid,198,0,198,mermaid
5b19279,feat: implement Celery task infrastructure for background process mining analysis and generate API route documentation.,Naman Agarwal,docs/files (1)/api-routes-reference.md,376,0,376,md
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/alembic/versions/8e4879a6c308_add_dataset_columns_dataset_column_.py,91,0,91,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/__init__.py,59,28,31,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/analysis.py,84,0,84,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/dataset.py,253,0,253,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/enums.py,57,0,57,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/events.py,83,0,83,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/organizational.py,77,0,77,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/prediction.py,62,0,62,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/process_model.py,89,0,89,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/src/features/process_mining/models/workflow.py,55,0,55,py
0f9bb8c,"feat: implement process mining data models for events, process models, and predictions with accompanying database migrations.",Naman Agarwal,backend/test/api_tester.py,22,14,8,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/alembic/env.py,6,2,4,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/alembic/versions/e8d19b5573b2_merge_heads.py,26,0,26,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets.py,0,2189,-2189,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets/__init__.py,43,0,43,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets/analytics.py,6,2,4,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets/crud.py,1,1,0,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets/ingest.py,1,1,0,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/api/datasets/upload.py,1,1,0,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/features/process_mining/schemas/datasets.py,21,9,12,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/src/platform/infrastructure/tasks.py,135,3,132,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/tests/conftest.py,2,2,0,py
320ffa6,feat: Refine dataset ingestion workflow with new UPLOADED/MAPPED statuses and detailed column detection schemas including error reporting.,Naman Agarwal,backend/tests/test_deferred_ingestion.py,53,130,-77,py
dff438d,feat: Implement process mining dataset analytics and CRUD APIs.,Naman Agarwal,backend/src/features/process_mining/api/datasets/analytics.py,256,0,256,py
dff438d,feat: Implement process mining dataset analytics and CRUD APIs.,Naman Agarwal,backend/src/features/process_mining/api/datasets/crud.py,204,0,204,py
dfb48e8,"feat: Add dataset upload API with direct and presigned S3 methods, and new dataset column and metadata models.",Naman Agarwal,backend/src/features/process_mining/api/datasets/ingest.py,119,0,119,py
dfb48e8,"feat: Add dataset upload API with direct and presigned S3 methods, and new dataset column and metadata models.",Naman Agarwal,backend/src/features/process_mining/api/datasets/mapping.py,244,0,244,py
dfb48e8,"feat: Add dataset upload API with direct and presigned S3 methods, and new dataset column and metadata models.",Naman Agarwal,backend/src/features/process_mining/api/datasets/upload.py,439,0,439,py
dfb48e8,"feat: Add dataset upload API with direct and presigned S3 methods, and new dataset column and metadata models.",Naman Agarwal,backend/src/features/process_mining/models/__init__.py,7,0,7,py
e3984f6,"feat: add DatasetColumn, DatasetColumnMapping, and DatasetMetadata ORM models for 4-phase upload architecture.",Naman Agarwal,backend/src/features/process_mining/models/orm.py,125,0,125,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,.agent/workflows/api-hardening.md,322,0,322,md
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/api/dependencies.py,1,1,0,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/features/process_mining/models/orm.py,30,1,29,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/auth/router.py,106,14,92,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/core/validation.py,173,0,173,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/devconsole/__init__.py,2,0,2,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/devconsole/logging.py,11,0,11,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/devtools/__init__.py,1,2,-1,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/health/router.py,14,4,10,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/jobs/router.py,160,36,124,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/projects/router.py,113,59,54,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,backend/src/platform/workspaces/router.py,194,43,151,py
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,docs/datasets-architecture.md,1037,0,1037,md
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,docs/platform-architecture.md,923,0,923,md
5d0bc5c,"feat: Enhance API security and multi-tenancy with improved validation, authorization, and new architecture documentation.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/index.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,.code/plan.md,239,0,239,md
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/OBSERVABILITY_SIMPLIFICATION.md,288,0,288,md
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/docs/openapi.json,636,368,268,json
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/fix_db_schema.py,52,0,52,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/issues_checklist.md,21,0,21,md
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/pyproject.toml,4,11,-7,toml
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/api/main.py,12,55,-43,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/analytics/router.py,4,4,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/analyses.py,5,5,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/analytics.py,4,4,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/business_use_cases.py,124,36,88,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/datasets.py,105,10,95,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/filtering.py,22,5,17,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/ocpm.py,48,9,39,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/predictions.py,22,3,19,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/api/visualization.py,40,11,29,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/conformance/router.py,11,11,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/discovery/service.py,2,2,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/models/ocel2.py,1,1,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/models/orm.py,2,2,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/schemas/analysis.py,31,1,30,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/services/business_use_cases.py,5,5,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/services/domain/entities.py,3,3,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/services/filtering.py,2,2,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/services/ocpm.py,2,2,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/services/root_cause.py,4,4,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/features/process_mining/visualization/router.py,8,8,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/core/middleware.py,4,4,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/devconsole/__init__.py,49,0,49,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/{infrastructure/log_broker.py => devconsole/broker.py},1,1,0,py}
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/devconsole/logging.py,268,0,268,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/devconsole/models.py,113,0,113,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/{devtools => devconsole}/streaming.py,7,24,-17,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/devtools/tracing.py,0,113,-113,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/health/router.py,0,30,-30,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/cache.py,11,11,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/dev_logs.py,0,529,-529,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/devconsole_exporter.py,0,140,-140,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/devconsole_types.py,0,234,-234,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/metrics.py,0,343,-343,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/tasks.py,33,33,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/infrastructure/tracing.py,0,295,-295,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/jobs/router.py,2,2,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/projects/api.py,326,25,301,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/telemetry/__init__.py,0,0,0,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/telemetry/proxy.py,0,203,-203,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/telemetry/test.py,0,26,-26,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/src/platform/workspaces/api.py,189,16,173,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/test/api_tester.py,139,50,89,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/test/dummy_log.csv,6,0,6,csv
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/verify_dataset_table.py,32,0,32,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/verify_db.py,37,0,37,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/verify_process_cases.py,32,0,32,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/verify_process_events.py,32,0,32,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,backend/verify_uploaded_files.py,32,0,32,py
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,docs/api_erd_documentation.md,269,0,269,md
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/OpenAPI.ts,3,0,3,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/index.ts,3,2,1,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/AlignmentDiagnosticsResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/{Body_flatten_ocel_to_dataset_api_v1_ocpm_logs__log_id__flatten_post.ts => Body_flatten_ocel_to_dataset_api_v1_ocpm_datasets__dataset_id__flatten_post.ts},1,1,0,ts}
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/BottleneckListResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ConformanceCheckRequest.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/CycleTimeResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/DiscoverOCPNRequest.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/DiscoverRequest.ts,2,2,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/FilteredLogListResponse.ts,2,2,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/FilteredLogResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/JobStatusResponse.ts,1,0,1,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/OCDFGResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/OCELStatisticsResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/OCPetriNetResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/PerformanceDashboardResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/PlayOutResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/PredictorListResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/PredictorResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ProcessExplorerDataResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ProjectDetailResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/QualityMetricsResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ResourceWorkloadResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ReworkChainListResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ReworkListResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/SimulationResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/SocialNetworkResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/ThroughputResponse.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/models/WorkflowRunRequest.ts,1,1,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/AnalysesService.ts,11,11,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/AnalyticsService.ts,40,40,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/BusinessUseCasesService.ts,40,40,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/ConformanceService.ts,43,43,0,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/DatasetsService.ts,35,56,-21,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/DevDataService.ts,74,0,74,ts
e14a83a,"feat: Introduce new devconsole streaming and logging, update process mining APIs and models, and refresh OpenAPI SDK.",Naman Agarwal,frontend-new/libs/openapi-sdk/src/services/DiscoveryService.ts,10,5,5,ts
